root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,LB_wheel_yaw_joint,LB_wheel_pitch_joint,RB_wheel_yaw_joint,RB_wheel_pitch_joint,knee_joint,leg_joint,waist_pitch_joint,waist_yaw_joint,zarm_l1_joint,zarm_l2_joint,zarm_l3_joint,zarm_l4_joint,zarm_l5_joint,zarm_l6_joint,zarm_l7_joint,zarm_r1_joint,zarm_r2_joint,zarm_r3_joint,zarm_r4_joint,zarm_r5_joint,zarm_r6_joint,zarm_r7_joint,zhead_1_joint,zhead_2_joint
-1.867134809494018555e+00,-1.984378814697265625e+00,8.301199674606323242e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.554366946220397949e-01,-6.564505341220827628e-20,1.227994337677955627e-01,9.085728973150253296e-02,7.813610136508941650e-02,2.274795770645141602e-01,-6.458537280559539795e-02,-3.939139842987060547e-01,1.142678707838058472e-01,-5.818933248519897461e-02,-1.507046669721603394e-01,-1.041104495525360107e-01,-1.842458993196487427e-01,-1.887036114931106567e-02,-4.488132596015930176e-01,-1.555512249469757080e-01,5.287541821599006653e-02,-1.251626163721084595e-01,-5.834336392581462860e-03,2.968776971101760864e-03
-1.854557871818542480e+00,-1.960359215736389160e+00,8.269742727279663086e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.557957381010055542e-01,-1.143494478793305458e-20,1.231584697961807251e-01,8.397164940834045410e-02,7.889031618833541870e-02,2.247349917888641357e-01,-6.486570090055465698e-02,-3.940359354019165039e-01,1.145218014717102051e-01,-6.058568879961967468e-02,-1.496119648218154907e-01,-1.020348146557807922e-01,-1.874628961086273193e-01,-1.913028396666049957e-02,-4.494529664516448975e-01,-1.564279198646545410e-01,5.314870551228523254e-02,-1.242392286658287048e-01,-1.341429073363542557e-02,1.039232942275702953e-03
-1.841350436210632324e+00,-1.936815381050109863e+00,8.237423896789550781e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.547226458787918091e-01,-1.073087216354906559e-03,1.220853850245475769e-01,7.562769949436187744e-02,7.621765136718750000e-02,2.240075469017028809e-01,-6.632900983095169067e-02,-3.960921466350555420e-01,1.138280779123306274e-01,-6.243629008531570435e-02,-1.491567939519882202e-01,-9.855993837118148804e-02,-1.901146620512008667e-01,-1.961860805749893188e-02,-4.479939043521881104e-01,-1.576239615678787231e-01,5.370635166764259338e-02,-1.220132112503051758e-01,-2.007977291941642761e-02,2.125842584064230323e-04
-1.828078269958496094e+00,-1.913743615150451660e+00,8.212776184082031250e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.527100801467895508e-01,-3.085655393078923225e-03,1.200728192925453186e-01,6.613063812255859375e-02,7.002653181552886963e-02,2.252611517906188965e-01,-6.887806951999664307e-02,-4.000996649265289307e-01,1.122332364320755005e-01,-6.397916376590728760e-02,-1.493955701589584351e-01,-9.372545033693313599e-02,-1.923074573278427124e-01,-2.005671896040439606e-02,-4.449219107627868652e-01,-1.587717831134796143e-01,5.436852201819419861e-02,-1.188316792249679565e-01,-2.590871043503284454e-02,5.053690401837229729e-04
-1.813877105712890625e+00,-1.890600442886352539e+00,8.197203874588012695e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.493196934461593628e-01,-6.476036272943019867e-03,1.166824325919151306e-01,5.620072036981582642e-02,5.976914614439010620e-02,2.289868891239166260e-01,-7.172558456659317017e-02,-4.063279330730438232e-01,1.096047684550285339e-01,-6.432402878999710083e-02,-1.506841182708740234e-01,-8.740331977605819702e-02,-1.944457888603210449e-01,-2.040314860641956329e-02,-4.406343996524810791e-01,-1.597124189138412476e-01,5.509817972779273987e-02,-1.149888187646865845e-01,-3.080060891807079315e-02,2.434346126392483711e-03
-1.800259232521057129e+00,-1.867613196372985840e+00,8.205829858779907227e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.449889391660690308e-01,-1.080679334700107574e-02,1.123516783118247986e-01,4.807697981595993042e-02,4.474110901355743408e-02,2.342199236154556274e-01,-7.410568743944168091e-02,-4.158854186534881592e-01,1.063147857785224915e-01,-6.393688917160034180e-02,-1.533725112676620483e-01,-7.870779186487197876e-02,-1.966546028852462769e-01,-1.866286993026733398e-02,-4.348956346511840820e-01,-1.591019928455352783e-01,5.615859106183052063e-02,-1.103329434990882874e-01,-3.541530296206474304e-02,5.868205334991216660e-03
-1.786252140998840332e+00,-1.845113158226013184e+00,8.244721889495849609e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400185227394104004e-01,-1.577720418572425842e-02,1.073812693357467651e-01,4.231791570782661438e-02,2.487083524465560913e-02,2.394152581691741943e-01,-7.311897724866867065e-02,-4.289644658565521240e-01,1.048322767019271851e-01,-6.277123093605041504e-02,-1.581992805004119873e-01,-6.775467097759246826e-02,-1.992469578981399536e-01,-1.641565375030040741e-02,-4.274857938289642334e-01,-1.580091565847396851e-01,5.689295381307601929e-02,-1.048548743128776550e-01,-4.000895842909812927e-02,1.108795776963233948e-02
-1.771885752677917480e+00,-1.823775649070739746e+00,8.289432525634765625e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.344140619039535522e-01,-2.138166688382625580e-02,1.017768085002899170e-01,3.668597340583801270e-02,1.261403900571167469e-03,2.437086403369903564e-01,-7.111608982086181641e-02,-4.461775124073028564e-01,1.044021695852279663e-01,-6.234123930335044861e-02,-1.656714528799057007e-01,-5.510143563151359558e-02,-2.023851424455642700e-01,-1.370489876717329025e-02,-4.194101393222808838e-01,-1.565685570240020752e-01,5.699043348431587219e-02,-9.936326742172241211e-02,-4.430459439754486084e-02,1.738246344029903412e-02
-1.748436927795410156e+00,-1.787998199462890625e+00,8.509868979454040527e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289137154817581177e-01,-2.688201330602169037e-02,9.627646207809448242e-02,1.087609305977821350e-02,-8.144658803939819336e-02,2.570668756961822510e-01,-6.281668692827224731e-02,-5.115025639533996582e-01,1.028398424386978149e-01,-6.419976055622100830e-02,-1.928039491176605225e-01,-8.677518926560878754e-03,-2.069917023181915283e-01,-7.069744635373353958e-03,-3.900190591812133789e-01,-1.528426855802536011e-01,6.359884887933731079e-02,-7.819925993680953979e-02,-6.135360151529312134e-02,4.829534888267517090e-02
-1.739188075065612793e+00,-1.775357484817504883e+00,8.529987931251525879e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.261373758316040039e-01,-2.965835668146610260e-02,9.350011497735977173e-02,3.957202658057212830e-03,-9.670325368642807007e-02,2.593873739242553711e-01,-6.174897775053977966e-02,-5.247125029563903809e-01,1.022096872329711914e-01,-6.468344479799270630e-02,-1.982106715440750122e-01,-1.866651116870343685e-03,-2.070717960596084595e-01,-7.485142908990383148e-03,-3.855457603931427002e-01,-1.529159545898437500e-01,6.481742858886718750e-02,-7.485606521368026733e-02,-6.410351395606994629e-02,5.412803217768669128e-02
-1.726684451103210449e+00,-1.758122086524963379e+00,8.549523353576660156e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.225113049149513245e-01,-3.328442573547363281e-02,8.987404406070709229e-02,-3.252234775573015213e-03,-1.151342988014221191e-01,2.622421085834503174e-01,-6.070540845394134521e-02,-5.415248870849609375e-01,1.012696921825408936e-01,-6.501489877700805664e-02,-2.056606709957122803e-01,6.665152963250875473e-03,-2.068715542554855347e-01,-7.641254924237728119e-03,-3.793823421001434326e-01,-1.524041146039962769e-01,6.584253162145614624e-02,-7.071522623300552368e-02,-6.675206869840621948e-02,6.034704670310020447e-02
-1.712042927742004395e+00,-1.739009976387023926e+00,8.571154475212097168e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.166839003562927246e-01,-3.911183029413223267e-02,8.404663950204849243e-02,-1.012148428708314896e-02,-1.360964924097061157e-01,2.644035220146179199e-01,-5.624176934361457825e-02,-5.608043670654296875e-01,1.007412895560264587e-01,-6.381775438785552979e-02,-2.160531580448150635e-01,1.549033261835575104e-02,-2.059676647186279297e-01,-1.170155871659517288e-02,-3.723456263542175293e-01,-1.518605202436447144e-01,6.521307677030563354e-02,-6.740467995405197144e-02,-6.924901902675628662e-02,6.569907814264297485e-02
-1.696129202842712402e+00,-1.718431591987609863e+00,8.597780466079711914e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.131150275468826294e-01,-4.268070310354232788e-02,8.047776669263839722e-02,-1.632483676075935364e-02,-1.557156294584274292e-01,2.644107639789581299e-01,-5.169685184955596924e-02,-5.791377425193786621e-01,1.010346412658691406e-01,-6.420937180519104004e-02,-2.257970124483108521e-01,2.477935329079627991e-02,-2.031009197235107422e-01,-1.629999093711376190e-02,-3.648869991302490234e-01,-1.519576758146286011e-01,6.593122333288192749e-02,-6.389883160591125488e-02,-7.160267233848571777e-02,7.146390527486801147e-02
-1.680059671401977539e+00,-1.696882486343383789e+00,8.628858327865600586e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.109696030616760254e-01,-4.482613131403923035e-02,7.833234220743179321e-02,-2.197989821434020996e-02,-1.734897792339324951e-01,2.655004858970642090e-01,-4.831688851118087769e-02,-5.962307453155517578e-01,1.000702604651451111e-01,-6.446168571710586548e-02,-2.350607663393020630e-01,3.363766893744468689e-02,-1.986116915941238403e-01,-2.086644247174263000e-02,-3.579550385475158691e-01,-1.525127440690994263e-01,6.768777221441268921e-02,-6.058527901768684387e-02,-7.375817745923995972e-02,7.721862941980361938e-02
-1.662814736366271973e+00,-1.674235343933105469e+00,8.680839538574218750e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.106931343674659729e-01,-4.510259628295898438e-02,7.805587351322174072e-02,-2.585739269852638245e-02,-1.877539455890655518e-01,2.671552300453186035e-01,-4.663280025124549866e-02,-6.102271080017089844e-01,9.834979474544525146e-02,-6.509312242269515991e-02,-2.423201650381088257e-01,4.148856922984123230e-02,-1.933501660823822021e-01,-2.400966919958591461e-02,-3.523610532283782959e-01,-1.524483561515808105e-01,7.019687443971633911e-02,-5.773256719112396240e-02,-7.571140676736831665e-02,8.289668709039688110e-02
-1.644676566123962402e+00,-1.650908589363098145e+00,8.737931847572326660e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.118604391813278198e-01,-4.393529519438743591e-02,7.922317832708358765e-02,-2.894193120300769806e-02,-1.972227692604064941e-01,2.704749703407287598e-01,-4.742476344108581543e-02,-6.203479766845703125e-01,9.520420432090759277e-02,-6.553591787815093994e-02,-2.471084296703338623e-01,4.767611622810363770e-02,-1.878801882266998291e-01,-2.536506205797195435e-02,-3.480682671070098877e-01,-1.514683365821838379e-01,7.299642264842987061e-02,-5.514743924140930176e-02,-7.742127776145935059e-02,8.776985853910446167e-02
-1.625055789947509766e+00,-1.626116633415222168e+00,8.808769583702087402e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.138289049267768860e-01,-4.196682572364807129e-02,8.119164407253265381e-02,-3.079757466912269592e-02,-2.012418657541275024e-01,2.733928263187408447e-01,-4.809435456991195679e-02,-6.253705024719238281e-01,9.250578284263610840e-02,-6.577424705028533936e-02,-2.492270618677139282e-01,5.133143812417984009e-02,-1.822727471590042114e-01,-2.660034038126468658e-02,-3.454633951187133789e-01,-1.504172831773757935e-01,7.572019100189208984e-02,-5.343726649880409241e-02,-7.919157296419143677e-02,9.167960286140441895e-02
-1.603860139846801758e+00,-1.600203275680541992e+00,8.871355056762695312e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.163225322961807251e-01,-3.947320207953453064e-02,8.368527144193649292e-02,-3.312284126877784729e-02,-1.987448036670684814e-01,2.776201665401458740e-01,-5.081986635923385620e-02,-6.252880096435546875e-01,8.834142982959747314e-02,-6.585361808538436890e-02,-2.482676655054092407e-01,5.245213955640792847e-02,-1.768937110900878906e-01,-2.802141755819320679e-02,-3.440468311309814453e-01,-1.492154449224472046e-01,7.818376272916793823e-02,-5.238098651170730591e-02,-8.109465986490249634e-02,9.385258704423904419e-02
-1.582129001617431641e+00,-1.574626922607421875e+00,8.979272842407226562e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.187944337725639343e-01,-3.700130060315132141e-02,8.615717291831970215e-02,-3.111809864640235901e-02,-1.918449103832244873e-01,2.725376188755035400e-01,-4.383230581879615784e-02,-6.199579834938049316e-01,9.686229377985000610e-02,-6.446730345487594604e-02,-2.454019337892532349e-01,5.082303658127784729e-02,-1.720812767744064331e-01,-3.210471570491790771e-02,-3.434694409370422363e-01,-1.502071768045425415e-01,7.894284278154373169e-02,-5.195018649101257324e-02,-8.306097984313964844e-02,9.487432241439819336e-02
-1.561053752899169922e+00,-1.549808740615844727e+00,9.014166593551635742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.219482123851776123e-01,-3.384751826524734497e-02,8.931095153093338013e-02,-3.401268646121025085e-02,-1.803881525993347168e-01,2.723287642002105713e-01,-4.287826642394065857e-02,-6.098039150238037109e-01,9.014113992452621460e-02,-6.801257282495498657e-02,-2.393972724676132202e-01,4.614516347646713257e-02,-1.667230725288391113e-01,-3.888139128684997559e-02,-3.439259231090545654e-01,-1.474617570638656616e-01,8.008594065904617310e-02,-5.191050097346305847e-02,-8.501598984003067017e-02,9.525974839925765991e-02
-1.541959047317504883e+00,-1.526036977767944336e+00,9.109870791435241699e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.244732812047004700e-01,-3.132244944572448730e-02,9.183602780103683472e-02,-3.070885874330997467e-02,-1.663137227296829224e-01,2.697179019451141357e-01,-3.953715413808822632e-02,-5.963313579559326172e-01,8.700054138898849487e-02,-7.291395217180252075e-02,-2.318199574947357178e-01,3.836796805262565613e-02,-1.626789122819900513e-01,-4.563301801681518555e-02,-3.465597033500671387e-01,-1.459446102380752563e-01,8.032421022653579712e-02,-5.338162556290626526e-02,-8.732132613658905029e-02,9.536191076040267944e-02
-1.523255348205566406e+00,-1.503554940223693848e+00,9.211844205856323242e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.261799782514572144e-01,-2.961575984954833984e-02,9.354270994663238525e-02,-2.524498850107192993e-02,-1.500344276428222656e-01,2.664910554885864258e-01,-3.775982558727264404e-02,-5.818788409233093262e-01,8.409001678228378296e-02,-7.952651381492614746e-02,-2.240872681140899658e-01,2.750457637012004852e-02,-1.601243764162063599e-01,-5.096013098955154419e-02,-3.522212505340576172e-01,-1.442403644323348999e-01,8.021826297044754028e-02,-5.690744891762733459e-02,-8.994602411985397339e-02,9.541732817888259888e-02
-1.505342960357666016e+00,-1.481983423233032227e+00,9.295777678489685059e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.288015693426132202e-01,-2.699416689574718475e-02,9.616430103778839111e-02,-1.878564804792404175e-02,-1.305179297924041748e-01,2.676028907299041748e-01,-3.897863626480102539e-02,-5.658002495765686035e-01,7.721682637929916382e-02,-8.257961273193359375e-02,-2.150668203830718994e-01,1.446226518601179123e-02,-1.584784239530563354e-01,-5.465196445584297180e-02,-3.597003221511840820e-01,-1.421476155519485474e-01,8.024130016565322876e-02,-6.097194552421569824e-02,-9.329551458358764648e-02,9.534385055303573608e-02
-1.487355113029479980e+00,-1.461607098579406738e+00,9.383398890495300293e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303583979606628418e-01,-2.543734200298786163e-02,9.772112965583801270e-02,-9.990496560931205750e-03,-1.093924343585968018e-01,2.680427134037017822e-01,-3.863427042961120605e-02,-5.482347607612609863e-01,7.165279239416122437e-02,-8.485747873783111572e-02,-2.054506838321685791e-01,-1.758289290592074394e-03,-1.580778807401657104e-01,-5.892417207360267639e-02,-3.694722950458526611e-01,-1.414545476436614990e-01,7.944895327091217041e-02,-6.622589379549026489e-02,-9.697582572698593140e-02,9.569040685892105103e-02
-1.469205498695373535e+00,-1.440309524536132812e+00,9.459946751594543457e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300632655620574951e-01,-2.573247253894805908e-02,9.742599725723266602e-02,-7.978535140864551067e-04,-8.741995692253112793e-02,2.673033177852630615e-01,-3.671856969594955444e-02,-5.303689241409301758e-01,6.702879816293716431e-02,-8.685285598039627075e-02,-1.961715221405029297e-01,-2.063895575702190399e-02,-1.583503782749176025e-01,-6.401443481445312500e-02,-3.818015456199645996e-01,-1.413581371307373047e-01,7.834493368864059448e-02,-7.319519668817520142e-02,-1.010195240378379822e-01,9.618614614009857178e-02
-1.451031923294067383e+00,-1.418306946754455566e+00,9.523633122444152832e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.297075003385543823e-01,-2.608822472393512726e-02,9.707024693489074707e-02,7.773504126816987991e-03,-6.425525993108749390e-02,2.659887373447418213e-01,-3.456816449761390686e-02,-5.119932889938354492e-01,6.259506195783615112e-02,-8.954347670078277588e-02,-1.868593245744705200e-01,-4.140627011656761169e-02,-1.581726074218750000e-01,-7.088103890419006348e-02,-3.959852457046508789e-01,-1.431034505367279053e-01,7.746120542287826538e-02,-8.111394196748733521e-02,-1.054842546582221985e-01,9.718001633882522583e-02
-1.434660673141479492e+00,-1.397159695625305176e+00,9.584132432937622070e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.292926520109176636e-01,-2.650308050215244293e-02,9.665539115667343140e-02,1.735503226518630981e-02,-4.065349325537681580e-02,2.632464468479156494e-01,-3.009967878460884094e-02,-4.930016398429870605e-01,5.982111766934394836e-02,-9.192726016044616699e-02,-1.769389063119888306e-01,-6.383328139781951904e-02,-1.580384075641632080e-01,-7.770666480064392090e-02,-4.124011695384979248e-01,-1.456769108772277832e-01,7.738178223371505737e-02,-9.033037722110748291e-02,-1.105146557092666626e-01,9.868805855512619019e-02
-1.418419957160949707e+00,-1.375879049301147461e+00,9.634246826171875000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.287188082933425903e-01,-2.707692049443721771e-02,9.608155488967895508e-02,2.641540765762329102e-02,-1.637851633131504059e-02,2.610300183296203613e-01,-2.611453272402286530e-02,-4.734346270561218262e-01,5.713100358843803406e-02,-9.384770691394805908e-02,-1.680812835693359375e-01,-8.768972754478454590e-02,-1.588216572999954224e-01,-8.520200103521347046e-02,-4.307991266250610352e-01,-1.505890786647796631e-01,7.652699947357177734e-02,-1.012340113520622253e-01,-1.155902370810508728e-01,1.000612527132034302e-01
-1.401848673820495605e+00,-1.353531837463378906e+00,9.704526662826538086e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.282948702573776245e-01,-2.750086598098278046e-02,9.565760940313339233e-02,3.755179420113563538e-02,7.387327495962381363e-03,2.579261064529418945e-01,-2.154661901295185089e-02,-4.540106654167175293e-01,5.412499606609344482e-02,-9.572033584117889404e-02,-1.591205000877380371e-01,-1.103591769933700562e-01,-1.606256216764450073e-01,-8.951238542795181274e-02,-4.493134319782257080e-01,-1.529684811830520630e-01,7.666301727294921875e-02,-1.114040762186050415e-01,-1.208457276225090027e-01,1.014127656817436218e-01
-1.385446906089782715e+00,-1.330874204635620117e+00,9.771615266799926758e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.276070922613143921e-01,-2.818863652646541595e-02,9.496983885765075684e-02,4.804115742444992065e-02,2.936798520386219025e-02,2.534875273704528809e-01,-1.584124565124511719e-02,-4.351766705513000488e-01,5.155105143785476685e-02,-9.809508919715881348e-02,-1.505755633115768433e-01,-1.321426182985305786e-01,-1.646986901760101318e-01,-9.297466278076171875e-02,-4.678584635257720947e-01,-1.541619747877120972e-01,7.587292790412902832e-02,-1.217949688434600830e-01,-1.271047294139862061e-01,1.035624593496322632e-01
-1.369125485420227051e+00,-1.307616829872131348e+00,9.838142395019531250e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.271203458309173584e-01,-2.867537923157215118e-02,9.448309242725372314e-02,5.895866081118583679e-02,4.887462034821510315e-02,2.476384490728378296e-01,-8.158536627888679504e-03,-4.175260663032531738e-01,4.964724183082580566e-02,-1.012051180005073547e-01,-1.425324082374572754e-01,-1.516757160425186157e-01,-1.689418852329254150e-01,-9.554506093263626099e-02,-4.849283993244171143e-01,-1.543552726507186890e-01,7.586568593978881836e-02,-1.308071166276931763e-01,-1.338475048542022705e-01,1.063674464821815491e-01
-1.352363109588623047e+00,-1.283534765243530273e+00,9.886867403984069824e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.266449838876724243e-01,-2.915074862539768219e-02,9.400772303342819214e-02,6.884175539016723633e-02,6.565954536199569702e-02,2.409320175647735596e-01,3.921279858332127333e-04,-4.019283950328826904e-01,4.810170456767082214e-02,-1.047982275485992432e-01,-1.350784897804260254e-01,-1.676231324672698975e-01,-1.745900064706802368e-01,-9.721604734659194946e-02,-4.991132616996765137e-01,-1.527500897645950317e-01,7.566802948713302612e-02,-1.376229226589202881e-01,-1.403411775827407837e-01,1.092778146266937256e-01
-1.335499525070190430e+00,-1.258573055267333984e+00,9.888031482696533203e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.253661215305328369e-01,-3.042960725724697113e-02,9.272886812686920166e-02,7.403465360403060913e-02,7.906981557607650757e-02,2.340406477451324463e-01,8.770502172410488129e-03,-3.895156979560852051e-01,4.655095189809799194e-02,-1.085054948925971985e-01,-1.301406174898147583e-01,-1.811304241418838501e-01,-1.822103410959243774e-01,-1.016700342297554016e-01,-5.111868381500244141e-01,-1.523275822401046753e-01,7.201012969017028809e-02,-1.447829604148864746e-01,-1.467135101556777954e-01,1.126019433140754700e-01
-1.318408966064453125e+00,-1.232378363609313965e+00,9.877320528030395508e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258980929851531982e-01,-2.989763580262660980e-02,9.326083958148956299e-02,7.831832766532897949e-02,8.988525718450546265e-02,2.277469187974929810e-01,1.631828024983406067e-02,-3.791780173778533936e-01,4.410437867045402527e-02,-1.114025488495826721e-01,-1.258534491062164307e-01,-1.895771026611328125e-01,-1.872692853212356567e-01,-1.042592152953147888e-01,-5.190958976745605469e-01,-1.515633463859558105e-01,7.076026499271392822e-02,-1.487736850976943970e-01,-1.530246585607528687e-01,1.157717630267143250e-01
-1.299884319305419922e+00,-1.204580426216125488e+00,9.857532382011413574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.263773590326309204e-01,-2.941836789250373840e-02,9.374010562896728516e-02,8.104172348976135254e-02,9.699035435914993286e-02,2.222957611083984375e-01,2.211333066225051880e-02,-3.721204102039337158e-01,4.218520596623420715e-02,-1.138942018151283264e-01,-1.233035996556282043e-01,-1.928471624851226807e-01,-1.939667314291000366e-01,-1.052647829055786133e-01,-5.231844186782836914e-01,-1.496002376079559326e-01,6.832576543092727661e-02,-1.508934199810028076e-01,-1.587259471416473389e-01,1.185847148299217224e-01
